interview__key	interview__id	date	time	action	originator	role	responsible__name	responsible__role
84-61-21-19	3d6ed684932c4b90b07384a87f00b9cc	2019-04-23	22:58:27	15	remah_i	Interviewer	remah_i	Interviewer
84-61-21-19	3d6ed684932c4b90b07384a87f00b9cc	2019-04-24	03:32:49	14	remah_i	Interviewer	remah_i	Interviewer
84-61-21-19	3d6ed684932c4b90b07384a87f00b9cc	2019-04-24	03:33:18	15	remah_i	Interviewer	remah_i	Interviewer
84-61-21-19	3d6ed684932c4b90b07384a87f00b9cc	2019-04-24	05:06:36	14	remah_i	Interviewer	remah_i	Interviewer
84-61-21-19	3d6ed684932c4b90b07384a87f00b9cc	2019-04-24	05:08:34	3	remah_i	Interviewer	mike_s	Supervisor
76-45-49-45	433a8e0740e4428b92ca4f5462218623	2019-04-24	05:17:11	12	remah_i	Interviewer	remah_i	Interviewer
76-45-49-45	433a8e0740e4428b92ca4f5462218623	2019-04-24	05:17:11	0	remah_i	Interviewer	mike_s	Supervisor
76-45-49-45	433a8e0740e4428b92ca4f5462218623	2019-04-24	05:17:11	1	remah_i	Interviewer	remah_i	Interviewer
76-45-49-45	433a8e0740e4428b92ca4f5462218623	2019-04-24	05:17:16	2	remah_i	Interviewer	remah_i	Interviewer
76-45-49-45	433a8e0740e4428b92ca4f5462218623	2019-04-24	05:19:09	3	remah_i	Interviewer	mike_s	Supervisor
73-37-73-03	46aad3439e0748f5b0da96ace0dbbd9c	2019-04-24	08:06:04	12	remah_i	Interviewer	remah_i	Interviewer
73-37-73-03	46aad3439e0748f5b0da96ace0dbbd9c	2019-04-24	08:06:04	0	remah_i	Interviewer	mike_s	Supervisor
73-37-73-03	46aad3439e0748f5b0da96ace0dbbd9c	2019-04-24	08:06:04	1	remah_i	Interviewer	remah_i	Interviewer
73-37-73-03	46aad3439e0748f5b0da96ace0dbbd9c	2019-04-24	08:06:09	2	remah_i	Interviewer	remah_i	Interviewer
73-37-73-03	46aad3439e0748f5b0da96ace0dbbd9c	2019-04-24	08:11:19	3	remah_i	Interviewer	mike_s	Supervisor
54-70-05-08	667d3dba4c2e4eaba7b526f6229f7652	2019-04-24	05:22:22	12	remah_i	Interviewer	remah_i	Interviewer
54-70-05-08	667d3dba4c2e4eaba7b526f6229f7652	2019-04-24	05:22:22	0	remah_i	Interviewer	mike_s	Supervisor
54-70-05-08	667d3dba4c2e4eaba7b526f6229f7652	2019-04-24	05:22:22	1	remah_i	Interviewer	remah_i	Interviewer
54-70-05-08	667d3dba4c2e4eaba7b526f6229f7652	2019-04-24	05:22:29	2	remah_i	Interviewer	remah_i	Interviewer
54-70-05-08	667d3dba4c2e4eaba7b526f6229f7652	2019-04-24	05:25:04	3	remah_i	Interviewer	mike_s	Supervisor
57-79-42-03	6888233037bb4e8fb60550266b8ac6cd	2019-04-24	05:12:18	12	remah_i	Interviewer	remah_i	Interviewer
57-79-42-03	6888233037bb4e8fb60550266b8ac6cd	2019-04-24	05:12:18	0	remah_i	Interviewer	mike_s	Supervisor
57-79-42-03	6888233037bb4e8fb60550266b8ac6cd	2019-04-24	05:12:18	1	remah_i	Interviewer	remah_i	Interviewer
57-79-42-03	6888233037bb4e8fb60550266b8ac6cd	2019-04-24	05:12:23	2	remah_i	Interviewer	remah_i	Interviewer
57-79-42-03	6888233037bb4e8fb60550266b8ac6cd	2019-04-24	05:16:59	3	remah_i	Interviewer	mike_s	Supervisor
89-22-95-09	6d35ab57651c41879bf9ccea41da7aff	2019-04-24	06:17:57	12	remah_i	Interviewer	remah_i	Interviewer
89-22-95-09	6d35ab57651c41879bf9ccea41da7aff	2019-04-24	06:17:57	0	remah_i	Interviewer	mike_s	Supervisor
89-22-95-09	6d35ab57651c41879bf9ccea41da7aff	2019-04-24	06:17:57	1	remah_i	Interviewer	remah_i	Interviewer
89-22-95-09	6d35ab57651c41879bf9ccea41da7aff	2019-04-24	06:18:01	2	remah_i	Interviewer	remah_i	Interviewer
89-22-95-09	6d35ab57651c41879bf9ccea41da7aff	2019-04-24	06:20:31	3	remah_i	Interviewer	mike_s	Supervisor
71-81-54-84	71e72a5176fc41aa8a1065359d244b69	2019-04-24	05:28:47	12	remah_i	Interviewer	remah_i	Interviewer
71-81-54-84	71e72a5176fc41aa8a1065359d244b69	2019-04-24	05:28:47	0	remah_i	Interviewer	mike_s	Supervisor
71-81-54-84	71e72a5176fc41aa8a1065359d244b69	2019-04-24	05:28:47	1	remah_i	Interviewer	remah_i	Interviewer
71-81-54-84	71e72a5176fc41aa8a1065359d244b69	2019-04-24	05:28:53	2	remah_i	Interviewer	remah_i	Interviewer
71-81-54-84	71e72a5176fc41aa8a1065359d244b69	2019-04-24	05:30:07	3	remah_i	Interviewer	mike_s	Supervisor
14-34-14-40	803c4734254141c7b3b1e0a07d15499f	2019-04-24	06:26:20	12	remah_i	Interviewer	remah_i	Interviewer
14-34-14-40	803c4734254141c7b3b1e0a07d15499f	2019-04-24	06:26:20	0	remah_i	Interviewer	mike_s	Supervisor
14-34-14-40	803c4734254141c7b3b1e0a07d15499f	2019-04-24	06:26:20	1	remah_i	Interviewer	remah_i	Interviewer
14-34-14-40	803c4734254141c7b3b1e0a07d15499f	2019-04-24	06:26:24	2	remah_i	Interviewer	remah_i	Interviewer
14-34-14-40	803c4734254141c7b3b1e0a07d15499f	2019-04-24	06:56:28	15	remah_i	Interviewer	remah_i	Interviewer
14-34-14-40	803c4734254141c7b3b1e0a07d15499f	2019-04-24	07:36:32	14	remah_i	Interviewer	remah_i	Interviewer
14-34-14-40	803c4734254141c7b3b1e0a07d15499f	2019-04-24	07:38:39	3	remah_i	Interviewer	mike_s	Supervisor
47-68-08-20	8672c48bf2dc41ea8db28a6629c3cb31	2019-04-24	05:30:11	12	remah_i	Interviewer	remah_i	Interviewer
47-68-08-20	8672c48bf2dc41ea8db28a6629c3cb31	2019-04-24	05:30:11	0	remah_i	Interviewer	mike_s	Supervisor
47-68-08-20	8672c48bf2dc41ea8db28a6629c3cb31	2019-04-24	05:30:11	1	remah_i	Interviewer	remah_i	Interviewer
47-68-08-20	8672c48bf2dc41ea8db28a6629c3cb31	2019-04-24	05:30:15	2	remah_i	Interviewer	remah_i	Interviewer
47-68-08-20	8672c48bf2dc41ea8db28a6629c3cb31	2019-04-24	05:32:48	3	remah_i	Interviewer	mike_s	Supervisor
10-28-15-74	95fd74638da5412ba208fb3ef4ee7e36	2019-04-24	04:36:11	12	remah_i	Interviewer	remah_i	Interviewer
10-28-15-74	95fd74638da5412ba208fb3ef4ee7e36	2019-04-24	04:36:11	0	remah_i	Interviewer	mike_s	Supervisor
10-28-15-74	95fd74638da5412ba208fb3ef4ee7e36	2019-04-24	04:36:11	1	remah_i	Interviewer	remah_i	Interviewer
10-28-15-74	95fd74638da5412ba208fb3ef4ee7e36	2019-04-24	04:36:45	2	remah_i	Interviewer	remah_i	Interviewer
10-28-15-74	95fd74638da5412ba208fb3ef4ee7e36	2019-04-24	04:44:23	3	remah_i	Interviewer	mike_s	Supervisor
36-51-12-81	9e56dcb986ce4b88a0e5bdfe4eedeef7	2019-04-24	05:19:16	12	remah_i	Interviewer	remah_i	Interviewer
36-51-12-81	9e56dcb986ce4b88a0e5bdfe4eedeef7	2019-04-24	05:19:16	0	remah_i	Interviewer	mike_s	Supervisor
36-51-12-81	9e56dcb986ce4b88a0e5bdfe4eedeef7	2019-04-24	05:19:16	1	remah_i	Interviewer	remah_i	Interviewer
36-51-12-81	9e56dcb986ce4b88a0e5bdfe4eedeef7	2019-04-24	05:19:25	2	remah_i	Interviewer	remah_i	Interviewer
36-51-12-81	9e56dcb986ce4b88a0e5bdfe4eedeef7	2019-04-24	05:22:15	3	remah_i	Interviewer	mike_s	Supervisor
31-30-26-35	ba49703701f64ca09917c2ee61582ad2	2019-04-24	05:10:03	12	remah_i	Interviewer	remah_i	Interviewer
31-30-26-35	ba49703701f64ca09917c2ee61582ad2	2019-04-24	05:10:03	0	remah_i	Interviewer	mike_s	Supervisor
31-30-26-35	ba49703701f64ca09917c2ee61582ad2	2019-04-24	05:10:03	1	remah_i	Interviewer	remah_i	Interviewer
31-30-26-35	ba49703701f64ca09917c2ee61582ad2	2019-04-24	05:10:18	2	remah_i	Interviewer	remah_i	Interviewer
31-30-26-35	ba49703701f64ca09917c2ee61582ad2	2019-04-24	05:11:58	3	remah_i	Interviewer	mike_s	Supervisor
57-80-48-24	bc5c7fa804404488b826462e14d49614	2019-04-24	08:19:08	12	remah_i	Interviewer	remah_i	Interviewer
57-80-48-24	bc5c7fa804404488b826462e14d49614	2019-04-24	08:19:08	0	remah_i	Interviewer	mike_s	Supervisor
57-80-48-24	bc5c7fa804404488b826462e14d49614	2019-04-24	08:19:08	1	remah_i	Interviewer	remah_i	Interviewer
57-80-48-24	bc5c7fa804404488b826462e14d49614	2019-04-24	08:19:17	2	remah_i	Interviewer	remah_i	Interviewer
57-80-48-24	bc5c7fa804404488b826462e14d49614	2019-04-24	08:49:29	15	remah_i	Interviewer	remah_i	Interviewer
57-80-48-24	bc5c7fa804404488b826462e14d49614	2019-04-24	19:17:12	14	remah_i	Interviewer	remah_i	Interviewer
57-80-48-24	bc5c7fa804404488b826462e14d49614	2019-04-24	19:20:06	3	remah_i	Interviewer	mike_s	Supervisor
83-88-63-27	ca5636c2fd684227814a7ae0a84bc1d4	2019-04-24	06:24:54	12	remah_i	Interviewer	remah_i	Interviewer
83-88-63-27	ca5636c2fd684227814a7ae0a84bc1d4	2019-04-24	06:24:54	0	remah_i	Interviewer	mike_s	Supervisor
83-88-63-27	ca5636c2fd684227814a7ae0a84bc1d4	2019-04-24	06:24:54	1	remah_i	Interviewer	remah_i	Interviewer
83-88-63-27	ca5636c2fd684227814a7ae0a84bc1d4	2019-04-24	06:24:58	2	remah_i	Interviewer	remah_i	Interviewer
83-88-63-27	ca5636c2fd684227814a7ae0a84bc1d4	2019-04-24	06:25:53	3	remah_i	Interviewer	mike_s	Supervisor
13-74-39-17	cabee04a692c4afaa1dc5ae584c8f7b2	2019-04-24	08:01:09	12	remah_i	Interviewer	remah_i	Interviewer
13-74-39-17	cabee04a692c4afaa1dc5ae584c8f7b2	2019-04-24	08:01:09	0	remah_i	Interviewer	mike_s	Supervisor
13-74-39-17	cabee04a692c4afaa1dc5ae584c8f7b2	2019-04-24	08:01:09	1	remah_i	Interviewer	remah_i	Interviewer
13-74-39-17	cabee04a692c4afaa1dc5ae584c8f7b2	2019-04-24	08:01:15	2	remah_i	Interviewer	remah_i	Interviewer
13-74-39-17	cabee04a692c4afaa1dc5ae584c8f7b2	2019-04-24	08:04:43	3	remah_i	Interviewer	mike_s	Supervisor
83-70-55-48	d1a7438d10d945a686c426850d2f5bc9	2019-04-24	06:22:36	12	remah_i	Interviewer	remah_i	Interviewer
83-70-55-48	d1a7438d10d945a686c426850d2f5bc9	2019-04-24	06:22:36	0	remah_i	Interviewer	mike_s	Supervisor
83-70-55-48	d1a7438d10d945a686c426850d2f5bc9	2019-04-24	06:22:36	1	remah_i	Interviewer	remah_i	Interviewer
83-70-55-48	d1a7438d10d945a686c426850d2f5bc9	2019-04-24	06:22:43	2	remah_i	Interviewer	remah_i	Interviewer
83-70-55-48	d1a7438d10d945a686c426850d2f5bc9	2019-04-24	06:24:40	3	remah_i	Interviewer	mike_s	Supervisor
39-53-33-00	d2a786e964414c20add531051c247794	2019-04-24	19:20:13	12	remah_i	Interviewer	remah_i	Interviewer
39-53-33-00	d2a786e964414c20add531051c247794	2019-04-24	19:20:13	0	remah_i	Interviewer	mike_s	Supervisor
39-53-33-00	d2a786e964414c20add531051c247794	2019-04-24	19:20:13	1	remah_i	Interviewer	remah_i	Interviewer
39-53-33-00	d2a786e964414c20add531051c247794	2019-04-24	19:20:19	2	remah_i	Interviewer	remah_i	Interviewer
39-53-33-00	d2a786e964414c20add531051c247794	2019-04-24	19:21:41	3	remah_i	Interviewer	mike_s	Supervisor
57-32-22-76	d4f2b29738294e78a5c323a752181210	2019-04-24	07:38:45	12	remah_i	Interviewer	remah_i	Interviewer
57-32-22-76	d4f2b29738294e78a5c323a752181210	2019-04-24	07:38:45	0	remah_i	Interviewer	mike_s	Supervisor
57-32-22-76	d4f2b29738294e78a5c323a752181210	2019-04-24	07:38:45	1	remah_i	Interviewer	remah_i	Interviewer
57-32-22-76	d4f2b29738294e78a5c323a752181210	2019-04-24	07:39:00	2	remah_i	Interviewer	remah_i	Interviewer
57-32-22-76	d4f2b29738294e78a5c323a752181210	2019-04-24	07:42:02	3	remah_i	Interviewer	mike_s	Supervisor
71-42-82-94	d8fc97ba44f14110b68d9ba2f3135d3e	2019-04-24	05:01:52	12	remah_i	Interviewer	remah_i	Interviewer
71-42-82-94	d8fc97ba44f14110b68d9ba2f3135d3e	2019-04-24	05:01:52	0	remah_i	Interviewer	mike_s	Supervisor
71-42-82-94	d8fc97ba44f14110b68d9ba2f3135d3e	2019-04-24	05:01:52	1	remah_i	Interviewer	remah_i	Interviewer
71-42-82-94	d8fc97ba44f14110b68d9ba2f3135d3e	2019-04-24	05:01:56	2	remah_i	Interviewer	remah_i	Interviewer
71-42-82-94	d8fc97ba44f14110b68d9ba2f3135d3e	2019-04-24	05:05:47	3	remah_i	Interviewer	mike_s	Supervisor
94-48-24-09	d93607e8e51c4e60afad0b20aae82425	2019-04-24	07:52:07	12	remah_i	Interviewer	remah_i	Interviewer
94-48-24-09	d93607e8e51c4e60afad0b20aae82425	2019-04-24	07:52:07	0	remah_i	Interviewer	mike_s	Supervisor
94-48-24-09	d93607e8e51c4e60afad0b20aae82425	2019-04-24	07:52:07	1	remah_i	Interviewer	remah_i	Interviewer
94-48-24-09	d93607e8e51c4e60afad0b20aae82425	2019-04-24	07:53:41	2	remah_i	Interviewer	remah_i	Interviewer
94-48-24-09	d93607e8e51c4e60afad0b20aae82425	2019-04-24	07:56:03	3	remah_i	Interviewer	mike_s	Supervisor
35-36-21-64	d9eff348d15e4513b89dd68c4779dc10	2019-04-24	07:43:34	12	remah_i	Interviewer	remah_i	Interviewer
35-36-21-64	d9eff348d15e4513b89dd68c4779dc10	2019-04-24	07:43:34	0	remah_i	Interviewer	mike_s	Supervisor
35-36-21-64	d9eff348d15e4513b89dd68c4779dc10	2019-04-24	07:43:34	1	remah_i	Interviewer	remah_i	Interviewer
35-36-21-64	d9eff348d15e4513b89dd68c4779dc10	2019-04-24	07:43:40	2	remah_i	Interviewer	remah_i	Interviewer
35-36-21-64	d9eff348d15e4513b89dd68c4779dc10	2019-04-24	07:52:03	3	remah_i	Interviewer	mike_s	Supervisor
80-61-60-15	e4f14de24b144eeb95b5034315b5e617	2019-04-24	21:44:44	12	remah_i	Interviewer	remah_i	Interviewer
80-61-60-15	e4f14de24b144eeb95b5034315b5e617	2019-04-24	21:44:44	0	remah_i	Interviewer	mike_s	Supervisor
80-61-60-15	e4f14de24b144eeb95b5034315b5e617	2019-04-24	21:44:44	1	remah_i	Interviewer	remah_i	Interviewer
80-61-60-15	e4f14de24b144eeb95b5034315b5e617	2019-04-24	21:44:49	2	remah_i	Interviewer	remah_i	Interviewer
80-61-60-15	e4f14de24b144eeb95b5034315b5e617	2019-04-24	22:02:00	3	remah_i	Interviewer	mike_s	Supervisor
21-39-16-76	ed3b41514a7e46d3a80f71bdf9e66304	2019-04-24	04:01:52	12	remah_i	Interviewer	remah_i	Interviewer
21-39-16-76	ed3b41514a7e46d3a80f71bdf9e66304	2019-04-24	04:01:52	0	remah_i	Interviewer	mike_s	Supervisor
21-39-16-76	ed3b41514a7e46d3a80f71bdf9e66304	2019-04-24	04:01:52	1	remah_i	Interviewer	remah_i	Interviewer
21-39-16-76	ed3b41514a7e46d3a80f71bdf9e66304	2019-04-24	04:02:08	15	remah_i	Interviewer	remah_i	Interviewer
21-39-16-76	ed3b41514a7e46d3a80f71bdf9e66304	2019-04-24	04:03:06	14	remah_i	Interviewer	remah_i	Interviewer
21-39-16-76	ed3b41514a7e46d3a80f71bdf9e66304	2019-04-24	04:35:59	3	remah_i	Interviewer	mike_s	Supervisor
21-39-16-76	ed3b41514a7e46d3a80f71bdf9e66304	2019-04-24	05:05:57	4	remah_i	Interviewer	remah_i	Interviewer
21-39-16-76	ed3b41514a7e46d3a80f71bdf9e66304	2019-04-24	05:05:57	14	remah_i	Interviewer	remah_i	Interviewer
21-39-16-76	ed3b41514a7e46d3a80f71bdf9e66304	2019-04-24	05:06:22	15	remah_i	Interviewer	remah_i	Interviewer
21-39-16-76	ed3b41514a7e46d3a80f71bdf9e66304	2019-04-24	07:42:08	14	remah_i	Interviewer	remah_i	Interviewer
21-39-16-76	ed3b41514a7e46d3a80f71bdf9e66304	2019-04-24	07:43:04	3	remah_i	Interviewer	mike_s	Supervisor
43-77-88-61	f1ff5a6bc1124f4d9603a4ae36b12480	2019-04-24	05:33:18	12	remah_i	Interviewer	remah_i	Interviewer
43-77-88-61	f1ff5a6bc1124f4d9603a4ae36b12480	2019-04-24	05:33:18	0	remah_i	Interviewer	mike_s	Supervisor
43-77-88-61	f1ff5a6bc1124f4d9603a4ae36b12480	2019-04-24	05:33:18	1	remah_i	Interviewer	remah_i	Interviewer
43-77-88-61	f1ff5a6bc1124f4d9603a4ae36b12480	2019-04-24	05:33:22	2	remah_i	Interviewer	remah_i	Interviewer
43-77-88-61	f1ff5a6bc1124f4d9603a4ae36b12480	2019-04-24	05:38:29	3	remah_i	Interviewer	mike_s	Supervisor
43-77-88-61	f1ff5a6bc1124f4d9603a4ae36b12480	2019-04-24	06:17:42	4	remah_i	Interviewer	remah_i	Interviewer
43-77-88-61	f1ff5a6bc1124f4d9603a4ae36b12480	2019-04-24	06:17:43	14	remah_i	Interviewer	remah_i	Interviewer
43-77-88-61	f1ff5a6bc1124f4d9603a4ae36b12480	2019-04-24	06:17:53	3	remah_i	Interviewer	mike_s	Supervisor
